處理編號,車種1,車種2,車種3,車種4,車種5,車種6,車種7,當事者區分.類別.1,當事者區分.類別.2,當事者區分.類別.3,當事者區分.類別.4,當事者區分.類別.5,當事者區分.類別.6,當事者區分.類別.7,年齡1,年齡2,年齡3,年齡4,年齡5,年齡6,年齡7,受傷程度1,受傷程度2,受傷程度3,受傷程度4,受傷程度5,受傷程度6,受傷程度7,車輛牌照號碼1,車輛牌照號碼2,車輛牌照號碼3,車輛牌照號碼4,車輛牌照號碼5,車輛牌照號碼6,車輛牌照號碼7,車輛用途1,車輛用途2,車輛用途3,車輛用途4,車輛用途5,車輛用途6,車輛用途7,駕駛資格情形1,駕駛資格情形2,駕駛資格情形3,駕駛資格情形4,駕駛資格情形5,駕駛資格情形6,駕駛資格情形7,飲酒情形1,飲酒情形2,飲酒情形3,飲酒情形4,飲酒情形5,飲酒情形6,飲酒情形7,車輛撞擊部位最初1,車輛撞擊部位最初2,車輛撞擊部位最初3,車輛撞擊部位最初4,車輛撞擊部位最初5,車輛撞擊部位最初6,車輛撞擊部位最初7,肇事因素個別1,肇事因素個別2,肇事因素個別3,肇事因素個別4,肇事因素個別5,肇事因素個別6,肇事因素個別7,肇事因素主要1,肇事因素主要2,肇事因素主要3,肇事因素主要4,肇事因素主要5,肇事因素主要6,肇事因素主要7,職.業1,職.業2,職.業3,職.業4,職.業5,職.業6,職.業7,旅次目的1,旅次目的2,旅次目的3,旅次目的4,旅次目的5,旅次目的6,旅次目的7,國籍1,國籍2,國籍3,國籍4,國籍5,國籍6,國籍7
10206YZ000037,普通重型 機車, ,乘客 人,,,,,機車普通重型,,乘客,,,,,20,0,20,,,,,未受傷,,受傷,,,,,66****Z代號1508,,66****Z代號1508,,,,,其他,,其他,,,,,有適當之駕照,,非汽（機）車駕駛人,,,,,無法檢測,,經呼氣檢測超過0.80mg∕L或血液檢測超過0.16,,,,,機車左側車身,,非汽（機）車,,,,,未依規定減速,尚未發現肇事因素,尚未發現肇事因素,,,,,未依規定減速,未依規定減速,未依規定減速,,,,,大學（研究）生,,大學（研究）生,,,,,不明,,不明,,,,,本國,本國,本國
10206YZ000041,普通重型 機車, ,,,,,,機車普通重型,,,,,,,60,0,,,,,,,,,,,,,PZ****1代號1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10206YZ000042,行人 人,自用 小客車,,,,,,行人,小客車自用,,,,,,31,54,,,,,,受傷,未受傷,,,,,,,06****V代號123,,,,,,非駕駛人及乘客,其他,,,,,,非汽（機）車駕駛人,有適當之駕照,,,,,,非駕駛人，未檢測,經檢測無酒精反應,,,,,,非汽（機）車,汽車左前車頭（身）,,,,,,未依規定行走行人穿越道、地下道、天橋而穿越道路,未注意車前狀態,,,,,,未依規定行走行人穿越道、地下道、天橋而穿越道路,未依規定行走行人穿越道、地下道、天橋而穿越道路,,,,,,專業人員,技術員及助理人員,,,,,,社交活動,社交活動,,,,,,本國,本國,
10206YZ000043,普通輕型 機車,普通重型 機車,,,,,,機車普通輕型,機車普通重型,,,,,,76,22,,,,,,受傷,受傷,,,,,,WZ****0代號1510,90****T代號1511,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車後車尾,機車前車頭,,,,,,左轉彎未依規定,未注意車前狀態,,,,,,左轉彎未依規定,左轉彎未依規定,,,,,,無業者,售貨員,,,,,,其他,上、下班,,,,,,本國,本國,
10206YZ000044,普通輕型 機車,普通重型 機車,,,,,,機車普通輕型,機車普通重型,,,,,,76,20,,,,,,受傷,受傷,,,,,,WZ****5代號1512,AD*****5代號1513,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,機車前車頭,,,,,,起步未注意其他車（人）安全,未注意車前狀態,,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,,技術員及助理人員,技術員及助理人員,,,,,,業務聯繫,業務聯繫,,,,,,本國,本國,
10206YZ000045,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,30,35,,,,,,未受傷,未受傷,,,,,,6F****5代號1514,L2****8代號1515,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右後車尾（身）,汽車右前車頭（身）,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,不明,不明,,,,,,不明,不明,,,,,,本國,本國,
10206YZ000046,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,27,44,,,,,,受傷,受傷,,,,,,6F****3代號1516,BP****1代號1517,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,機車前車頭,,,,,,超速失控,尚未發現肇事因素,,,,,,超速失控,超速失控,,,,,,服務工作者,技術工,,,,,,業務聯繫,上、下班,,,,,,本國,本國,
10207YY000003,普通輕型 機車, ,,,,,,機車普通輕型,,,,,,,19,0,,,,,,2-30日內死亡,,,,,,,WZ****0代號1518,,,,,,,其他,,,,,,,無照（已達考照年齡）,,,,,,,不明,,,,,,,機車前車頭,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,高中生,,,,,,,其他,,,,,,,本國,本國,
10207YY000009,自用 小客車,普通重型 機車,自用 小貨車(含客、貨兩用),,,,,小客車自用,機車普通重型,小貨車自用,,,,,30,51,69,,,,,未受傷,受傷,未受傷,,,,,SB****8代號1519,22****G代號1520,WY****2代號1521,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,有適當之駕照,,,,,經檢測無酒精反應,經檢測無酒精反應,不明,,,,,汽車左前車頭（身）,機車右側車身,不明,,,,,未依規定減速,未依規定讓車,違規停車或暫停不當而肇事,,,,,未依規定減速,未依規定減速,未依規定減速,,,,,專業人員,不明,不明,,,,,社交活動,購物,不明,,,,,本國,本國,本國
10207YY000010,自用 小客車,普通輕型 機車,,,,,,小客車自用,機車普通輕型,,,,,,29,30,,,,,,未受傷,受傷,,,,,,05****V代號1522,WZ****7代號1523,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車左側車身,,,,,,未保持行車安全距離,左轉彎未依規定,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,不明,服務工作者,,,,,,不明,上、下班,,,,,,本國,本國,
10207YY000012, ,普通重型 機車,,,,,,,機車普通重型,,,,,,0,38,,,,,,,受傷,,,,,,,PZ****8代號1524,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車前車頭,,,,,,尚未發現肇事因素,未注意車前狀態,,,,,,尚未發現肇事因素,尚未發現肇事因素,,,,,,,其他,,,,,,,其他,,,,,,本國,本國,
10207YY000013,自用 小貨車(含客、貨兩用),自用 小客車,,,,,,小貨車自用,小客車自用,,,,,,48,43,,,,,,未受傷,未受傷,,,,,,6F****6代號1525,WY****2代號1526,,,,,,其他,其他,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經檢測無酒精反應,非駕駛人，未檢測,,,,,,汽車右後車尾（身）,汽車左後車尾（身）,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,技術工,不明,,,,,,其他,其他,,,,,,本國,本國,
10207YY000014,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,18,45,,,,,,未受傷,受傷,,,,,,AA*****3代號1527,2J****5代號1528,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車右側車身,機車左側車身,,,,,,未保持行車安全間隔,尚未發現肇事因素,,,,,,未保持行車安全間隔,未保持行車安全間隔,,,,,,大學（研究）生,非技術工及體力工,,,,,,上、下學,上、下班,,,,,,本國,本國,
10207YY000015,自用 小貨車(含客、貨兩用),自用 小貨車(含客、貨兩用),,,,,,小貨車自用,小貨車自用,,,,,,26,47,,,,,,未受傷,未受傷,,,,,,08****7代號1529,6F****2代號1530,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車前車頭,汽車後車尾,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10207YY000016,營業用 大貨車,普通重型 機車,,,,,,大貨車營業用,機車普通重型,,,,,,60,60,,,,,,未受傷,受傷,,,,,,86***G代號1531,31****G代號413,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,機車左側車身,,,,,,尚未發現肇事因素,未注意車前狀態,,,,,,尚未發現肇事因素,尚未發現肇事因素,,,,,,汽車、火車駕駛員及船員,其他,,,,,,運輸,其他,,,,,,本國,本國,
10207YY000017,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,52,22,,,,,,未受傷,受傷,,,,,,AA*****0代號1532,01****C代號1533,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,不明,,,,,,汽車左前車頭（身）,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,其他,其他,,,,,,上、下班,其他,,,,,,本國,本國,
10207YY000018,普通重型 機車,普通輕型 機車,乘客 人,,,,,機車普通重型,機車普通輕型,乘客,,,,,23,64,24,,,,,受傷,受傷,受傷,,,,,CL****8代號1534,63****B代號1535,CL****8代號1534,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,機車前車頭,機車左側車身,非汽（機）車,,,,,未注意車前狀態,未依規定讓車,尚未發現肇事因素,,,,,未注意車前狀態,未注意車前狀態,未注意車前狀態,,,,,大學（研究）生,大學（研究）生,其他,,,,,其他,其他,其他,,,,,本國,本國,本國
10207YY000023,自用 小客車, ,,,,,,小客車自用,,,,,,,23,0,,,,,,,,,,,,,CO****0代號1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10207YY000024,普通重型 機車, ,,,,,,機車普通重型,,,,,,,50,0,,,,,,受傷,,,,,,,76****F代號1537,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車右側車身,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,事務工作者,,,,,,,不明,,,,,,,本國,本國,
10207YY000032,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,57,42,,,,,,未受傷,未受傷,,,,,,AA*****7代號1538,5J****0代號1539,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經檢測無酒精反應,非駕駛人，未檢測,,,,,,汽車右後車尾（身）,汽車左側車身,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10207YY000033,自用 小客車, ,,,,,,小客車自用,,,,,,,23,0,,,,,,,,,,,,,15****V代號1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10207YY000034,自用 小貨車(含客、貨兩用),普通重型 機車,,,,,,小貨車自用,機車普通重型,,,,,,46,19,,,,,,受傷,受傷,,,,,,7F****0代號1541,09****F代號1542,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經觀察未飲酒,經觀察未飲酒,,,,,,汽車左前車頭（身）,機車前車頭,,,,,,左轉彎未依規定,違規超車,,,,,,左轉彎未依規定,左轉彎未依規定,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10207YY000040,自用 小客車, ,,,,,,小客車自用,,,,,,,54,0,,,,,,,,,,,,,3Q****7代號1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10207YY000042,自用 小客車, ,,,,,,小客車自用,,,,,,,30,0,,,,,,受傷,,,,,,,B8****6代號1544,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,汽車右前車頭（身）,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,其他,,,,,,,其他,,,,,,,本國,本國,
10207YY000044,自用 小客車, ,,,,,,小客車自用,,,,,,,58,0,,,,,,受傷,,,,,,,6F****6代號130,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,汽車前車頭,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,其他,,,,,,,其他,,,,,,,本國,本國,
10207YY000045,普通重型 機車,行人 人,,,,,,機車普通重型,行人,,,,,,52,101,,,,,,未受傷,受傷,,,,,,PZ****1代號1545,,,,,,,其他,非駕駛人及乘客,,,,,,越級駕駛,非汽（機）車駕駛人,,,,,,經檢測無酒精反應,非駕駛人，未檢測,,,,,,機車前車頭,非汽（機）車,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,技術員及助理人員,無業者,,,,,,上、下班,其他,,,,,,本國,本國,
10207YY000046,自用 小客車,自用 小貨車(含客、貨兩用),,,,,,小客車自用,小貨車自用,,,,,,66,50,,,,,,未受傷,未受傷,,,,,,WY****8代號1546,Q7****2代號1547,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,汽車前車頭,,,,,,未依規定讓車,未注意車前狀態,,,,,,未依規定讓車,未依規定讓車,,,,,,其他,其他,,,,,,其他,,,,,,,本國,本國,,
10207YY000047,動力機械 其他車,普通重型 機車,乘客 人,,,,,動力機械,機車普通重型,乘客,,,,,41,71,47,,,,,未受傷,未受傷,未受傷,,,,,,CK****9代號1548,CK****9代號1548,,,,,其他,其他,其他,,,,,不明,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車左側車身,機車前車頭,,,,,,其他引起事故之疏失或行為,尚未發現肇事因素,,,,,,其他引起事故之疏失或行為,其他引起事故之疏失或行為,其他引起事故之疏失或行為,,,,,其他,家庭主婦（夫）,其他,,,,,其他,其他,其他,,,,,本國,本國,本國,
10207YY000049,普通重型 機車, ,,,,,,機車普通重型,,,,,,,27,0,,,,,,受傷,,,,,,,31****D代號364,,,,,,,其他,,,,,,,無照（已達考照年齡）,,,,,,,經呼氣檢測超過0.80mg∕L或血液檢測超過0.16,,,,,,,機車左側車身,,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,其他,,,,,,,其他,,,,,,,本國,本國,,
10207YY000050,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,40,51,,,,,,未受傷,未受傷,,,,,,KW****5代號1549,6F****0代號1550,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經呼氣檢測0.16至0.25mg∕L或血液檢測0.031至0.05,經檢測無酒精反應,,,,,,汽車左前車頭（身）,汽車右側車身,,,,,,起步未注意其他車（人）安全,變換車道或方向不當,,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,,技術工,服務工作者,,,,,,其他,其他,,,,,,本國,本國,,
10207YY000052,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,41,33,,,,,,受傷,未受傷,,,,,,58****D代號1551,12****V代號1552,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車左前車頭（身）,,,,,,未依規定讓車,未注意車前狀態,,,,,,未依規定讓車,未依規定讓車,,,,,,家庭主婦（夫）,農林漁牧工作者,,,,,,其他,其他,,,,,,本國,本國,,
10207YY000054,自用 小貨車(含客、貨兩用),自用 小客車,,,,,,小貨車自用,小客車自用,,,,,,35,31,,,,,,未受傷,未受傷,,,,,,MQ****3代號1553,02****2代號1554,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車後車尾,汽車前車頭,,,,,,違規超車,未注意車前狀態,,,,,,違規超車,違規超車,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,,
10207YY000056,行人 人,普通重型 機車,,,,,,行人,機車普通重型,,,,,,62,55,,,,,,受傷,未受傷,,,,,,,07****U代號1555,,,,,,非駕駛人及乘客,其他,,,,,,非汽（機）車駕駛人,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,非汽（機）車,機車前車頭,,,,,,未依規定行走行人穿越道、地下道、天橋而穿越道路,未注意車前狀態,,,,,,未依規定行走行人穿越道、地下道、天橋而穿越道路,未依規定行走行人穿越道、地下道、天橋而穿越道路,,,,,,家庭主婦（夫）,技術工,,,,,,社交活動,社交活動,,,,,,本國,本國,,
10207YY000058,普通輕型 機車,腳踏自行車 慢車,自用 小貨車(含客、貨兩用),,,,,機車普通輕型,腳踏自行車,小貨車自用,,,,,34,69,28,,,,,未受傷,受傷,未受傷,,,,,WZ****1代號1556,,WY****2代號1557,,,,,其他,其他,其他,,,,,無照（已達考照年齡）,非汽（機）車駕駛人,有適當之駕照,,,,,經檢測無酒精反應,非駕駛人，未檢測,不明,,,,,機車前車頭,非汽（機）車,不明,,,,,未注意車前狀態,未注意車前狀態,違規停車或暫停不當而肇事,,,,,未注意車前狀態,未注意車前狀態,未注意車前狀態,,,,,不明,服務工作者,技術員及助理人員,,,,,購物,其他,運輸,,,,,本國,本國,本國,
10207YZ000001,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,33,36,,,,,,,,,,,,,J9****1代號1558,6F****8代號1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,,
10207YZ000002,普通輕型 機車,自用 小貨車(含客、貨兩用),乘客 人,,,,,機車普通輕型,小貨車自用,乘客,,,,,81,68,59,,,,,受傷,未受傷,受傷,,,,,WZ****7代號1560,WY****3代號1561,WZ****7代號1560,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,不明,不明,非汽（機）車,,,,,未注意車前狀態,尚未發現肇事因素,尚未發現肇事因素,,,,,未注意車前狀態,未注意車前狀態,未注意車前狀態,,,,,無業者,其他,無業者,,,,,其他,上、下班,其他,,,,,本國,本國,本國,
10207YZ000004,普通重型 機車,普通重型 機車,乘客 人,,,,,機車普通重型,機車普通重型,乘客,,,,,20,31,16,,,,,受傷,受傷,受傷,,,,,55****W代號1562,05****A代號1563,55****W代號1562,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,機車前車頭,機車左側車身,非汽（機）車,,,,,未依規定讓車,未依規定減速,尚未發現肇事因素,,,,,未依規定讓車,未依規定讓車,未依規定讓車,,,,,大學（研究）生,服務工作者,國中生,,,,,上、下班,業務聯繫,上、下班,,,,,本國,本國,本國,
10207YZ000005,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,54,19,,,,,,未受傷,受傷,,,,,,03****V代號1564,73****D代號1565,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車前車頭,,,,,,未依規定讓車,未注意車前狀態,,,,,,未依規定讓車,未依規定讓車,,,,,,服務工作者,大學（研究）生,,,,,,上、下班,上、下班,,,,,,本國,本國,,
10207YZ000006,自用 小貨車(含客、貨兩用),普通輕型 機車,,,,,,小貨車自用,機車普通輕型,,,,,,35,41,,,,,,未受傷,受傷,,,,,,WY****1代號1566,DY****0代號1567,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經呼氣檢測未超過0.15mg∕L或血液檢測未超過0.03,,,,,,汽車前車頭,機車左側車身,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,技術工,不明,,,,,,不明,不明,,,,,,本國,本國,,
10207YZ000007,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,63,31,,,,,,未受傷,受傷,,,,,,HU****1代號1568,71****G代號1569,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,汽車左前車頭（身）,,,,,,起步未注意其他車（人）安全,未注意車前狀態,,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,,技術工,其他,,,,,,上、下班,其他,,,,,,本國,本國,,
10207YZ000008,自用 小貨車(含客、貨兩用),自用 小貨車(含客、貨兩用),自用 小客車,乘客 人,,,,小貨車自用,小貨車自用,小客車自用,乘客,,,,37,52,68,49,,,,未受傷,未受傷,未受傷,受傷,,,,10****L代號1570,6F****3代號1571,6F****2代號1572,6F****3代號1571,,,,其他,其他,其他,其他,,,,有適當之駕照,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,經檢測無酒精反應,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,汽車前車頭,汽車後車尾,汽車後車尾,非汽（機）車,,,,未保持行車安全距離,尚未發現肇事因素,尚未發現肇事因素,尚未發現肇事因素,,,,未保持行車安全距離,未保持行車安全距離,未保持行車安全距離,未保持行車安全距離,,,,其他,其他,其他,其他,,,,其他,其他,其他,其他,,,,本國,本國,本國,本國
